en_text,fr_text
"You will understand where I am coming from, but sport helps in the fight against xenophobia and vandalism, certainly if the children in school teams are able to take part in competitions between schools, and at regional, national and also European level, as Mrs Pack suggests.","Vous comprendrez ce qui me pousse à parler de la sorte aujourd'hui mais le sport contribue aussi à lutter contre la xénophobie et le vandalisme, surtout si les enfants peuvent prendre part au sein d'équipes scolaires à des compétitions inter-écoles au niveau régional, national mais aussi européen, ainsi que Mme Pack le propose."
"The report, in other words, does not simply reflect the ideas of a single Commissioner but is the product of a comprehensive broad-based debate, to which the European Parliament has also made significant contributions.","En d’autres termes, le rapport ne reflète pas uniquement les idées d’un seul commissaire, mais représente le fruit d’un débat large et approfondi, auquel le Parlement européen a également apporté de précieuses contributions."
"This kind of indiscriminate use of antibiotics is common in the EU, but is even more so in powerful countries that practise industrial agriculture, like the USA.","Une telle utilisation au hasard des antibiotiques est monnaie courante dans l'UE, mais surtout dans de grands pays d'agriculture industrielle comme les États-Unis."
"Unfortunately, they were very reluctant to do so.",Mais elles ont manifesté une grande réserve.
I was rushing out not to avoid answering your question but because bananas is the next item and I cannot hear any more on the subject of bananas.,"Je me précipitais vers la sortie, non pas pour ne pas avoir à répondre à votre question, mais parce que le prochain sujet à l'ordre du jour est la banane et que je ne veux plus entendre parler de bananes."
"It is never easy; as we know from experience, every organisation has its percentage of rebels.","Cela n’est jamais facile; comme nous le montre l’expérience, chaque organisation a son pourcentage de rebelles."
"Other questions concerning gender equality, which will form part of this EU 2020 strategy, must also be highlighted, such as overcoming gender stereotypes in education, as well as in vocational and academic guidance.","Il faut également citer d'autres questions touchant à l'égalité entre les femmes et les hommes et qui feront partie intégrante de cette stratégie UE 2020, comme la lutte contre les stéréotypes de genre dans l'éducation ainsi que dans l'orientation professionnelle et académique."
"The Union must naturally turn itself forcefully against the human rights violations in Iran, this we already know, and this will act as support for the country's reform minded forces.","L'Union doit, naturellement, s'opposer avec forces aux violations des droits de l'Homme en Iran, nous le savons aujourd'hui, et c'est un soutien pour les forces réformatrices du pays."
"Mr President, on behalf of Mr Neil Kinnock I am pleased to react to this report and start by welcoming the support offered in the report and also acknowledging the concerns expressed.","Monsieur le Président, au nom de M. Neil Kinnock, j'ai le plaisir de réagir à ce rapport, en commençant par saluer l'appui apporté dans le rapport et par prendre acte des préoccupations exprimées."
"It is particularly important to find a solution that is balanced between guaranteeing and safeguarding citizens' rights and freedoms, on the one hand, and the instruments needed to fight crime on the other.","Il est particulièrement important de trouver une solution équilibrée entre la garantie et la protection des droits et libertés des citoyens, d'une part, et d'autre part les instruments nécessaires à la lutte contre le crime."
We must not get the discussions mixed up here.,"Il ne s'agit pas, ici, de confondre les débats."
"Of course, this does not prevent me from strongly criticising the Europe we have today, which is too liberal with regard to economic issues, too submissive to financial bodies and the stock markets, non-existent in the political arena when working with the United States to manage major global problems.","Cela n'empêche pas bien sûr d'être très critique sur l'Europe d'aujourd'hui, trop libérale sur le plan économique, trop soumise aux puissances financières et boursières, trop inexistante politiquement face aux États-Unis dans la gestion des grands problèmes mondiaux."
